Bird Species,Distance Bin,Date,Time,Coordinates,Location,Habitat Type,Time Period,Group Name,Remarks
Yellow-vented Bulbul ,2,28 Feb (Wed),0843,"1.307031,103.772207",In the middle of the Yale-NUS garden,Garden/Park,0834-0844,Spotted Wood Owl,"180 degree vision only, blocked by Yale-NUS building behind"
Yellow-vented Bulbul ,2,28 Feb (Wed),0843,"1.307031,103.772207",In the middle of the Yale-NUS garden,Garden/Park,0834-0844,Spotted Wood Owl,"180 degree vision only, blocked by Yale-NUS building behind"
Javan Myna,3,28 Feb (Wed),0844,"1.307031,103.772207",In the middle of the Yale-NUS garden,Garden/Park,0834-0844,Spotted Wood Owl,"180 degree vision only, blocked by Yale-NUS building behind"
Javan Myna ,2,28 Feb (Wed),0850,"1.308059,103.771874",On the road opposite Yale-Nus Blk 28,Urban,0850-0900,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0850,"1.308059,103.771874",On the road opposite Yale-Nus Blk 28,Urban,0850-0900,Spotted Wood Owl,
Javan Myna,Flyby,28 Feb (Wed),0854,"1.308059,103.771874",On the road opposite Yale-Nus Blk 28,Urban,0850-0900,Spotted Wood Owl,
Suspected Javan Myna,Flyby,28 Feb (Wed),0858,"1.308059,103.771874",On the road opposite Yale-Nus Blk 28,Urban,0850-0900,Spotted Wood Owl,"Black bird in flight, suspected to be Javan Myna"
Javan Myna,2,28 Feb (Wed),0859,"1.308059,103.771874",On the road opposite Yale-Nus Blk 28,Urban,0850-0900,Spotted Wood Owl,
Olive-backed sunbird,Flyby,28 Feb (Wed),0859,"1.308059,103.771874",On the road opposite Yale-Nus Blk 28,Urban,0850-0900,Spotted Wood Owl,
Javan Myna ,Flyby,28 Feb (Wed),0914,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,Flyby,28 Feb (Wed),0914,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0916,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0916,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0916,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0916,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0916,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0919,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),0919,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna,Flyby,28 Feb (Wed),0921,"1.304759,103.77329",In the middle of Town Green ,Field ,0914-0924,Spotted Wood Owl,
Javan Myna,Flyby,28 Feb (Wed),0936,"1.305516,103.774155",36 College Avenue East next to North Tower of the UTown Residence,Urban with vegetation,0936-0946,Spotted Wood Owl,"180 degree vision only, blocked by North Tower behind"
Javan Myna,Flyby,28 Feb (Wed),0940,"1.305516,103.774155",36 College Avenue East next to North Tower of the UTown Residence,Urban with vegetation,0936-0946,Spotted Wood Owl,"180 degree vision only, blocked by North Tower behind"
Yellow-vented bulbul ,1,28 Feb (Wed),0941,"1.305516,103.774155",36 College Avenue East next to North Tower of the UTown Residence,Urban with vegetation,0936-0946,Spotted Wood Owl,Found in the tree
Yellow-vented bulbul ,1,28 Feb (Wed),0941,"1.305516,103.774155",36 College Avenue East next to North Tower of the UTown Residence,Urban with vegetation,0936-0946,Spotted Wood Owl,Found in the tree
Eagle ,Flyby,28 Feb (Wed),0944,"1.305516,103.774155",36 College Avenue East next to North Tower of the UTown Residence,Urban with vegetation,0936-0946,Spotted Wood Owl,
Eagle ,Flyby,28 Feb (Wed),0944,"1.305516,103.774155",36 College Avenue East next to North Tower of the UTown Residence,Urban with vegetation,0936-0946,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),1031,"1.296686,103.778048","12 Science Drive 4, beside University Hall ",Urban with vegetation,1027-1037,Spotted Wood Owl,
Javan Myna ,2,28 Feb (Wed),1031,"1.296686,103.778048","12 Science Drive 4, beside University Hall ",Urban with vegetation,1027-1037,Spotted Wood Owl,
Scarlet-backed Flowerpecker,1,28 Feb (Wed),1034,"1.296686,103.778048","12 Science Drive 4, beside University Hall ",Urban with vegetation,1027-1037,Spotted Wood Owl,Short sharp chirp heard for a while before being spotted in the trees; female as identified by the red rump 
Javan Myna,Flyby,28 Feb (Wed),1048,"1.298667,103.778781",Between the middle of the track and field at FoS,Field,1047-1057,Spotted Wood Owl,Construction going on (on the track) 
Javan Myna,3,28 Feb (Wed),1048,"1.298667,103.778781",Between the middle of the track and field at FoS,Field,1047-1057,Spotted Wood Owl,
Javan Myna,2,28 Feb (Wed),1049,"1.298667,103.778781",Between the middle of the track and field at FoS,Field,1047-1057,Spotted Wood Owl,"Landed in the construction site away from view, but estimated to be between 10-50m away"
Swiftlet,Flyby,28 Feb (Wed),1051,"1.298667,103.778781",Between the middle of the track and field at FoS,Field,1047-1057,Spotted Wood Owl,Cannot be identified
Swiftlet,Flyby,28 Feb (Wed),1051,"1.298667,103.778781",Between the middle of the track and field at FoS,Field,1047-1057,Spotted Wood Owl,Cannot be identified 
Scarlet-backed Flowerpecker,3,28 Feb (Wed),1117,"1.297714,103.780041","10 Lower Kent Ridge Rd, at the side of the FoS field beside S17",Urban,1113-1123,Spotted Wood Owl,Spotted in the trees beside S17
Yellow-vented bulbul,2,28 Feb (Wed),1141,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,
Javan Myna,2,28 Feb (Wed),1142,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,
Javan Myna,2,28 Feb (Wed),1142,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,
Scarlet-backed Flowerpecker,2,28 Feb (Wed),1143,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,
Javan Myna,Flyby,28 Feb (Wed),1144,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,
Javan Myna,Flyby,28 Feb (Wed),1144,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,
Javan Myna,2,28 Feb (Wed),1144,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,Found on tree
Javan Myna,2,28 Feb (Wed),1144,"1.297098,103.782353","11 Lower Kent Ridge Rd, CP10 Carpark near Faculty of Dentistry",Urban,1135-1145,Spotted Wood Owl,Found on tree
Javan Myna,2,28 Feb (Wed),1201,"1.296379,103.781756","27 Medical Dr, Department of Anatomy drop-off point",Urban,1201-1211,Spotted Wood Owl,"Surrounded by tall buildings, no trees around"
Javan Myna,3,28 Feb (Wed),1203,"1.296379,103.781756","27 Medical Dr, Department of Anatomy drop-off point",Urban,1201-1211,Spotted Wood Owl,"Surrounded by tall buildings, no trees around"
Eagle,Flyby,28 Feb (Wed),1207,"1.296379,103.781756","27 Medical Dr, Department of Anatomy drop-off point",Urban,1201-1211,Spotted Wood Owl,"Surrounded by tall buildings, no trees around"
Javan Myna,2,28 Feb (Wed),1028,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Javan Myna,2,28 Feb (Wed),1028,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Javan Myna,2,28 Feb (Wed),1028,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Javan Myna,Flyby,28 Feb (Wed),1028,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,In flight
Javan Myna,2,28 Feb (Wed),1029,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Javan Myna,2,28 Feb (Wed),1030,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Javan Myna,2,28 Feb (Wed),1030,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Olive-backed sunbird,3,28 Feb (Wed),1032,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Sound heard but not observed
Yellow-vented Bulbul,2,28 Feb (Wed),1033,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on tree
Javan Myna,2,28 Feb (Wed),1036,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on grass
Black-naped Oriole,2,28 Feb (Wed),1038,"1.30116, 103.77497",In front of Singapore Wind Tunnel Facility (restricted area),Urban,1028-1038,Spotted Wood Owl,Found on tree
Javan Myna,2,28 Feb (Wed),1105,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,Found perched on building
Olive-backed sunbird,2,28 Feb (Wed),1106,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,Found on tree
Olive-backed sunbird,2,28 Feb (Wed),1106,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,Found on tree
Swiflet (x3),flyby,28 Feb (Wed),1108,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Javan Myna,flyby,28 Feb (Wed),1111,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Javan Myna,flyby,28 Feb (Wed),1113,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Javan Myna,flyby,28 Feb (Wed),1113,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Javan Myna,flyby,28 Feb (Wed),1113,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Javan Myna,flyby,28 Feb (Wed),1114,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Javan Myna,flyby,28 Feb (Wed),1114,"1.30034, 103.77172",Engineering block,Urban,1104-1114,Spotted Wood Owl,In flight
Black-naped Oriole,2,28 Feb (Wed),1126,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found on tree, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1126,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1126,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1126,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Olive-backed sunbird,2,28 Feb (Wed),1127,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Heard sound but not observed, 180 degree view"
Yellow-vented Bulbul,flyby,28 Feb (Wed),1129,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Yellow-vented Bulbul,2,28 Feb (Wed),1130,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found on tree, 180 degree view"
Rock Pigeon,3,28 Feb (Wed),1133,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found perched on building, 180 degree view"
Rock Pigeon,3,28 Feb (Wed),1133,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found perched on building, 180 degree view"
Rock Pigeon,3,28 Feb (Wed),1133,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found perched on building, 180 degree view"
Black-naped Oriole,flyby,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Swiflet,flyby,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Black-naped Oriole,2,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found on tree, 180 degree view"
Black-naped Oriole,2,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"Found on tree, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Javan Myna,flyby,28 Feb (Wed),1136,"1.3019, 103.77453",College Link (behind College Link Road),Urban,1126-1136,Spotted Wood Owl,"In flight, 180 degree view"
Olive-backed Sunbird,flyby,28 Feb (Wed),1054,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,In flight
Eagle,flyby,28 Feb (Wed),1055,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,In flight
Olive-backed Sunbird,1,28 Feb (Wed),1056,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,Found in tree
Olive-backed Sunbird,1,28 Feb (Wed),1056,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,Found in tree
Olive-backed Sunbird,1,28 Feb (Wed),1056,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,Found in tree
Eurasian Tree Sparrow,1,28 Feb (Wed),1058,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,Found in tree
Paddyfield Pipit,1,28 Feb (Wed),1058,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,"Identity cannot be confirmed, but features seem to match closely with this species, found in tree"
Paddyfield Pipit,1,28 Feb (Wed),1058,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,"Identity cannot be confirmed, but features seem to match closely with this species, found in tree"
Paddyfield Pipit,1,28 Feb (Wed),1058,"1.30143, 103.77119",Besides University Cultural Centre (UCC),Urban,1050-1100,Spotted Wood Owl,"Identity cannot be confirmed, but features seem to match closely with this species, found in tree"
Javan Myna,2,1 Mar (Thurs),1053,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Javan Myna,2,1 Mar (Thurs),1053,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,1,1 Mar (Thurs),1053,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,1,1 Mar (Thurs),1053,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1054,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1055,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Olive-backed sunbird,1,1 Mar (Thurs),1055,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1056,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Javan Myna,2,1 Mar (Thurs),1056,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1058,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1058,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Black-naped Oriole,1,1 Mar (Thurs),1058,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Black-naped Oriole,1,1 Mar (Thurs),1058,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Javan Myna,2,1 Mar (Thurs),1059,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1100,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Yellow-vented Bulbul,2,1 Mar (Thurs),1100,"1°18'22""N 103°46'22""","30ev, Behind SRC",Urban,1053-1103,Brahminy Kite,
Asian Koel,Heard,1 Mar (Thurs),0903,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Olive-backed sunbird,Heard,1 Mar (Thurs),0903,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Swiftlet ,Flyby,1 Mar (Thurs),0904,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Javan Myna,2,1 Mar (Thurs),0905,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Swiftlet (x2),Flyby,1 Mar (Thurs),0908,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Olive-backed sunbird,2,1 Mar (Thurs),0908,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Olive-backed sunbird,2,1 Mar (Thurs),0910,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Yellow-vented Bulbul,2,1 Mar (Thurs),0911,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
Yellow-vented Bulbul,2,1 Mar (Thurs),0911,"Lat: 1.29687935, Lon: 103.7725442",Beside Central Library Bus Stop,Urban,0903 - 0912,Brahminy Kite,"Next to road, very noisy due to constant traffic flow "
